                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    123,                 1.2164,                0.85227,                 1.0436,                0.70519,                0.55249,                0.58615,                0.36718,                 1.3346,                0.97097,                  1.168,               0.003961,               0.003961,               0.003961
                    124,                 1.2088,                0.86196,                 1.0418,                0.71645,                 0.5452,                0.58754,                0.36671,                 1.3373,                0.97162,                 1.1687,              0.0039115,              0.0039115,              0.0039115
                    125,                 1.2083,                0.84074,                 1.0388,                0.70883,                0.54929,                0.59437,                0.36922,                 1.3351,                0.96659,                 1.1668,               0.003862,               0.003862,               0.003862
                    126,                 1.2352,                0.87254,                 1.0497,                0.68502,                0.57068,                0.59117,                0.37102,                 1.3333,                0.96439,                 1.1655,              0.0038125,              0.0038125,              0.0038125
                    127,                 1.2195,                0.84996,                 1.0407,                0.69823,                0.55268,                0.58629,                0.36833,                 1.3353,                0.96589,                 1.1661,               0.003763,               0.003763,               0.003763
                    128,                 1.1994,                0.84759,                 1.0407,                0.68855,                 0.5774,                  0.586,                0.36671,                 1.3353,                0.96503,                 1.1662,              0.0037135,              0.0037135,              0.0037135
                    129,                 1.2019,                0.84168,                 1.0303,                0.66849,                0.58775,                0.58435,                0.36513,                 1.3372,                 0.9677,                 1.1672,               0.003664,               0.003664,               0.003664
                    130,                  1.206,                0.85133,                 1.0442,                0.67127,                0.57937,                0.58408,                 0.3648,                  1.338,                0.97189,                 1.1676,              0.0036145,              0.0036145,              0.0036145
                    131,                 1.1859,                0.82399,                 1.0234,                 0.6863,                0.57136,                0.58357,                0.36601,                 1.3387,                0.97675,                 1.1681,               0.003565,               0.003565,               0.003565
                    132,                 1.1964,                0.82972,                 1.0297,                0.70242,                0.56195,                0.58537,                 0.3675,                  1.337,                0.97396,                 1.1674,              0.0035155,              0.0035155,              0.0035155
                    133,                 1.1894,                0.82617,                  1.028,                0.70157,                0.56909,                0.58874,                0.36906,                  1.337,                0.97415,                 1.1669,               0.003466,               0.003466,               0.003466
                    134,                  1.196,                   0.84,                 1.0336,                0.70214,                0.56917,                0.58859,                  0.369,                  1.336,                0.97275,                 1.1652,              0.0034165,              0.0034165,              0.0034165
                    135,                 1.1823,                0.82232,                 1.0205,                0.69917,                0.56167,                0.58645,                0.36834,                 1.3353,                0.96911,                 1.1651,               0.003367,               0.003367,               0.003367
                    136,                 1.1943,                0.87179,                 1.0352,                0.71357,                0.55307,                0.58739,                0.36994,                 1.3355,                 0.9682,                  1.165,              0.0033175,              0.0033175,              0.0033175
                    137,                 1.2003,                0.83982,                 1.0285,                  0.707,                 0.5583,                0.59086,                0.36963,                 1.3342,                0.97181,                 1.1638,               0.003268,               0.003268,               0.003268
                    138,                 1.1822,                0.81162,                 1.0229,                0.69356,                0.57133,                0.59157,                0.37115,                 1.3318,                0.96942,                 1.1621,              0.0032185,              0.0032185,              0.0032185
                    139,                 1.1914,                0.82937,                 1.0272,                0.70937,                 0.5611,                0.59113,                0.37184,                 1.3314,                0.96732,                 1.1618,               0.003169,               0.003169,               0.003169
                    140,                 1.1682,                0.81726,                 1.0181,                0.69774,                0.56156,                0.59032,                0.37241,                 1.3315,                0.96846,                 1.1612,              0.0031195,              0.0031195,              0.0031195
                    141,                   1.19,                0.81638,                 1.0258,                0.70869,                0.55627,                0.59007,                0.37171,                  1.331,                0.96991,                 1.1609,                0.00307,                0.00307,                0.00307
                    142,                  1.183,                0.82485,                 1.0275,                0.70628,                0.56759,                0.59315,                 0.3723,                 1.3315,                0.97164,                 1.1616,              0.0030205,              0.0030205,              0.0030205
                    143,                 1.1696,                0.80159,                 1.0165,                0.69538,                0.57505,                0.59248,                0.37165,                 1.3326,                0.97246,                  1.162,               0.002971,               0.002971,               0.002971
                    144,                 1.1681,                0.79846,                 1.0231,                0.70706,                0.57116,                0.59467,                0.37297,                 1.3322,                0.97199,                 1.1625,              0.0029215,              0.0029215,              0.0029215
                    145,                 1.1816,                0.82497,                 1.0247,                0.70691,                0.57025,                0.59236,                0.37134,                 1.3313,                0.97057,                 1.1619,               0.002872,               0.002872,               0.002872
                    146,                 1.1877,                0.81282,                  1.025,                0.70901,                0.57115,                0.59245,                0.37108,                 1.3323,                0.97263,                  1.162,              0.0028225,              0.0028225,              0.0028225
                    147,                 1.1711,                0.81033,                 1.0262,                0.70713,                0.56749,                 0.5924,                0.37105,                 1.3323,                0.97338,                 1.1622,               0.002773,               0.002773,               0.002773
                    148,                 1.1703,                0.80846,                 1.0201,                0.63621,                0.56778,                 0.5919,                0.37048,                 1.3323,                0.97291,                 1.1622,              0.0027235,              0.0027235,              0.0027235
                    149,                 1.1615,                0.79782,                 1.0167,                0.63484,                 0.5646,                0.59192,                0.37145,                 1.3317,                0.97221,                 1.1621,               0.002674,               0.002674,               0.002674
                    150,                 1.1525,                0.78645,                  1.008,                0.63319,                0.56621,                0.59101,                0.37177,                 1.3321,                0.97172,                  1.162,              0.0026245,              0.0026245,              0.0026245
                    151,                  1.157,                0.79569,                 1.0169,                0.64362,                0.55903,                0.59059,                0.37196,                 1.3329,                0.97174,                 1.1623,               0.002575,               0.002575,               0.002575
                    152,                 1.1535,                0.78331,                 1.0118,                0.64297,                0.56556,                0.59074,                 0.3719,                  1.333,                0.97023,                 1.1624,              0.0025255,              0.0025255,              0.0025255
